------------------------------------------------------------
 solve prev v1=-0.5 elect=1 gen=9e+20 reg.gen=1 absorp=0 dir.gen=x
------------------------------------------------------------
Position (um), Electron Concentration (/cm3)
       77.4348677833,    1.09235311605e+16
       77.7715411215,    1.09235118916e+16
       78.1082144597,    1.09234926226e+16
       78.4448877979,    1.09234650426e+16
       78.7815611361,    1.09234374625e+16
       79.1182344743,    1.09234018223e+16
       79.4549078124,    1.09233661822e+16
       79.7915811506,    1.09233227225e+16
       80.1282544888,    1.09232792628e+16
        80.464927827,    1.09232282142e+16
       80.8016011652,    1.09231771656e+16
       81.1382745034,    1.09231187492e+16
       81.4749478416,    1.09230603328e+16
       81.8116211798,    1.09229947603e+16
       82.1482945179,    1.09229291879e+16
       82.4849678561,    1.09228566624e+16
       82.8216411943,    1.09227841368e+16
       83.1583145325,    1.09227048527e+16
       83.4949878707,    1.09226255685e+16
       83.8316612089,    1.09225397119e+16
       84.1683345471,    1.09224538554e+16
       84.5050078853,    1.09223616048e+16
       84.8416812235,    1.09222693542e+16
       85.1783545616,    1.09221708803e+16
       85.5150278998,    1.09220724065e+16
        85.851701238,     1.0921967873e+16
       86.1883745762,    1.09218633395e+16
       86.5250479144,    1.09217529028e+16
       86.8617212526,    1.09216424661e+16
       87.1983945908,     1.0921526276e+16
        87.535067929,    1.09214100859e+16
       87.8717412671,    1.09212882858e+16
       88.2084146053,    1.09211664856e+16
       88.5450879435,    1.09210392125e+16
       88.8817612817,    1.09209119395e+16
       89.2184346199,    1.09207793246e+16
       89.5551079581,    1.09206467096e+16
       89.8917812963,    1.09205088783e+16
       90.2284546345,    1.09203710469e+16
       90.5651279727,    1.09202281189e+16
       90.9018013108,     1.0920085191e+16
        91.238474649,    1.09199372809e+16
       91.5751479872,    1.09197893708e+16
       91.9118213254,    1.09196365879e+16
       92.2484946636,    1.09194838051e+16
       92.5851680018,     1.0919326254e+16
         92.92184134,    1.09191687029e+16
       93.2585146782,    1.09190064833e+16
       93.5951880163,    1.09188442637e+16
       93.9318613545,    1.09186774707e+16
       94.2685346927,    1.09185106777e+16
       94.6052080309,    1.09183394021e+16
       94.9418813691,    1.09181681265e+16
       95.2785547073,    1.09179924548e+16
       95.6152280455,    1.09178167832e+16
       95.9519013837,    1.09176367979e+16
       96.2885747219,    1.09174568127e+16
         96.62524806,    1.09172725926e+16
       96.9619213982,    1.09170883724e+16
       97.2985947364,     1.0916899992e+16
       97.6352680746,    1.09167116117e+16
       97.9719414128,    1.09165191424e+16
        98.308614751,    1.09163266732e+16
       98.6452880892,    1.09161301826e+16
       98.9819614274,    1.09159336921e+16
       99.3186347655,    1.09157332447e+16
       99.6553081037,    1.09155327974e+16
       99.9919814419,    1.09153284542e+16
        100.32865478,    1.09151241111e+16
       100.665328118,    1.09149159302e+16
       101.002001456,    1.09147077494e+16
       101.338674795,    1.09144957858e+16
       101.675348133,    1.09142838222e+16
       102.012021471,    1.09140681281e+16
       102.348694809,     1.0913852434e+16
       102.685368147,    1.09136330586e+16
       103.022041486,    1.09134136833e+16
       103.358714824,    1.09131906735e+16
       103.695388162,    1.09129676636e+16
         104.0320615,    1.09127410634e+16
       104.368734838,    1.09125144631e+16
       104.705408177,    1.09122843141e+16
       105.042081515,    1.09120541651e+16
       105.378754853,    1.09118205065e+16
       105.715428191,     1.0911586848e+16
       106.052101529,    1.09113497168e+16
       106.388774868,    1.09111125856e+16
       106.725448206,    1.09108720165e+16
       107.062121544,    1.09106314474e+16
       107.398794882,     1.0910387473e+16
        107.73546822,    1.09101434986e+16
       108.072141558,    1.09098961494e+16
       108.408814897,    1.09096488001e+16
       108.745488235,    1.09093981046e+16
       109.082161573,     1.0909147409e+16
       109.418834911,    1.09088933938e+16
       109.755508249,    1.09086393785e+16
       110.092181588,    1.09083820682e+16
       110.428854926,     1.0908124758e+16
       110.765528264,    1.09078641757e+16
       111.102201602,    1.09076035934e+16
        111.43887494,    1.09073397604e+16
       111.775548279,    1.09070759274e+16
       112.112221617,    1.09068088631e+16
       112.448894955,    1.09065417989e+16
       112.785568293,    1.09062715214e+16
       113.122241631,     1.0906001244e+16
       113.458914969,    1.09057277697e+16
       113.795588308,    1.09054542954e+16
       114.132261646,    1.09051776393e+16
       114.468934984,    1.09049009832e+16
       114.805608322,    1.09046211587e+16
        115.14228166,    1.09043413342e+16
       115.478954999,    1.09040583534e+16
       115.815628337,    1.09037753727e+16
       116.152301675,    1.09034892464e+16
       116.488975013,    1.09032031201e+16
       116.825648351,    1.09029138578e+16
        117.16232169,    1.09026245954e+16
       117.498995028,    1.09023322052e+16
       117.835668366,     1.0902039815e+16
       118.172341704,    1.09017443039e+16
       118.509015042,    1.09014487928e+16
        118.84568838,    1.09011501666e+16
       119.182361719,    1.09008515405e+16
       119.519035057,    1.09005498039e+16
       119.855708395,    1.09002480674e+16
