------------------------------------------------------------
 solve prev v1=1 elect=1 gen=9e+20 reg.gen=1 absorp=0 dir.gen=x
------------------------------------------------------------
Position (um), Total Current (A)
       170.020035785,        64.4662680992
       170.356709123,        64.4662680992
       170.693382461,        64.4662680992
         171.0300558,        64.4662680992
       171.366729138,        64.4662680992
       171.703402476,        64.4662680992
       172.040075814,        64.4662680992
       172.376749152,        64.4662680992
       172.713422491,        64.4662680992
       173.050095829,        64.4662680992
       173.386769167,        64.4662680992
       173.723442505,        64.4662680992
       174.060115843,        64.4662680992
       174.396789182,        64.4662680992
        174.73346252,        64.4662680992
       175.070135858,        64.4662680992
       175.406809196,        64.4662680992
       175.743482534,        64.4662680992
       176.080155872,        64.4662680992
       176.416829211,        64.4662680992
       176.753502549,        64.4662680992
       177.090175887,        64.4662680992
       177.426849225,        64.4662680992
       177.763522563,        64.4662680992
       178.100195902,        64.4662680992
        178.43686924,        64.4662680992
       178.773542578,        64.4662680992
       179.110215916,        64.4662680992
       179.446889254,        64.4662680992
       179.783562593,        64.4662680992
       180.120235931,        64.4662680992
       180.456909269,        64.4662680992
       180.793582607,        64.4662680992
       181.130255945,        64.4662680992
       181.466929283,        64.4662680992
       181.803602622,        64.4662680992
        182.14027596,        64.4662680992
       182.476949298,        64.4662680992
       182.813622636,        64.4662680992
       183.150295974,        64.4662680992
       183.486969313,        64.4662680992
       183.823642651,        64.4662680992
       184.160315989,        64.4662680992
       184.496989327,        64.4662680992
       184.833662665,        64.4662680992
       185.170336004,        64.4662680992
       185.507009342,        64.4662680992
        185.84368268,        64.4662680992
       186.180356018,        64.4662680992
       186.517029356,        64.4662680992
       186.853702695,        64.4662680992
       187.190376033,        64.4662680992
       187.527049371,        64.4662680992
       187.863722709,        64.4662680992
       188.200396047,        64.4662680992
       188.537069385,        64.4662680992
       188.873742724,        64.4662680992
       189.210416062,        64.4662680992
         189.5470894,        64.4662680992
       189.883762738,        64.4662680992
       190.220436076,        64.4662680992
       190.557109415,        64.4662680992
       190.893782753,        64.4662680992
       191.230456091,        64.4662680992
       191.567129429,        64.4662680992
       191.903802767,        64.4662680992
       192.240476106,        64.4662680992
       192.577149444,        64.4662680992
       192.913822782,        64.4662680992
        193.25049612,        64.4662680992
       193.587169458,        64.4662680992
       193.923842796,        64.4662680992
       194.260516135,        64.4662680992
       194.597189473,        64.4662680992
       194.933862811,        64.4662680992
       195.270536149,        64.4662680992
       195.607209487,        64.4662680992
       195.943882826,        64.4662680992
       196.280556164,        64.4662680992
       196.617229502,        64.4662680992
        196.95390284,        64.4662680992
       197.290576178,        64.4662680992
       197.627249517,        64.4662680992
       197.963922855,        64.4662680992
       198.300596193,        64.4662680992
       198.637269531,        64.4662680992
       198.973942869,        64.4662680992
       199.310616207,        64.4662680992
       199.647289546,        64.4662680992
       199.983962884,        64.4662680992
       200.320636222,        64.4662680992
        200.65730956,        64.4662680992
       200.993982898,        64.4662680992
       201.330656237,        64.4662680992
       201.667329575,        64.4662680992
       202.004002913,        64.4662680992
       202.340676251,        64.4662680992
       202.677349589,        64.4662680992
       203.014022928,        64.4662680992
       203.350696266,        64.4662680992
       203.687369604,        64.4662680992
       204.024042942,        64.4662680992
        204.36071628,        64.4662680992
       204.697389618,        64.4662680992
       205.034062957,        64.4662680992
       205.370736295,        64.4662680992
       205.707409633,        64.4662680992
       206.044082971,        64.4662680992
       206.380756309,        64.4662680992
       206.717429648,        64.4662680992
       207.054102986,        64.4662680992
       207.390776324,        64.4662680992
       207.727449662,        64.4662680992
          208.064123,        64.4662680992
       208.400796339,        64.4662680992
       208.737469677,        64.4662680992
       209.074143015,        64.4662680992
       209.410816353,        64.4662680992
       209.747489691,        64.4662680992
        210.08416303,        64.4662680992
       210.420836368,        64.4662680992
       210.757509706,        64.4662680992
       211.094183044,        64.4662680992
       211.430856382,        64.4662680992
        211.76752972,        64.4662680992
       212.104203059,        64.4662680992
       212.440876397,        64.4662680992
       212.777549735,        64.4662680992
       213.114223073,        64.4662680992
       213.450896411,        64.4662680992
        213.78756975,        64.4662680992
       214.124243088,        64.4662680992
       214.460916426,        64.4662680992
       214.797589764,        64.4662680992
       215.134263102,        64.4662680992
       215.470936441,        64.4662680992
       215.807609779,        64.4662680992
       216.144283117,        64.4662680992
       216.480956455,        64.4662680992
       216.817629793,        64.4662680992
       217.154303131,        64.4662680992
        217.49097647,        64.4662680992
       217.827649808,        64.4662680992
       218.164323146,        64.4662680992
       218.500996484,        64.4662680992
       218.837669822,        64.4662680992
       219.174343161,        64.4662680992
