------------------------------------------------------------
 solve prev v1=-0.5 elect=1 gen=9e+20 reg.gen=1 absorp=0 dir.gen=x
------------------------------------------------------------
Position (um), Hole Charge Concentration (/cm3)
       133.322641923,      886869224038000
       133.659315261,      886501577187000
       133.995988599,      886133930336000
       134.332661937,      885763050328000
       134.669335275,      885392170321000
       135.006008614,      885018043490000
       135.342681952,      884643916660000
        135.67935529,      884266528779000
       136.016028628,      883889140899000
       136.352701966,      883508477198000
       136.689375304,      883127813496000
       137.026048643,      882743858669000
       137.362721981,      882359903842000
       137.699395319,      881972642065000
       138.036068657,      881585380287000
       138.372741995,      881194795227000
       138.709415334,      880804210166000
       139.046088672,      880410284993000
        139.38276201,      880016359819000
       139.719435348,      879619077216000
       140.056108686,      879221794613000
       140.392782025,      878821136787000
       140.729455363,      878420478962000
       141.066128701,      878016427657000
       141.402802039,      877612376352000
       141.739475377,      877204912851000
       142.076148715,      876797449351000
       142.412822054,      876386554493000
       142.749495392,      875975659635000
        143.08616873,      875561313818000
       143.422842068,      875146968001000
       143.759515406,      874729151193000
       144.096188745,      874311334384000
       144.432862083,      873890026129000
       144.769535421,      873468717874000
       145.106208759,      873043897302000
       145.442882097,      872619076730000
       145.779555436,      872190722562000
       146.116228774,      871762368393000
       146.452902112,      871330458948000
        146.78957545,      870898549503000
       147.126248788,      870463062705000
       147.462922126,      870027575907000
       147.799595465,      869588489292000
       148.136268803,      869149402677000
       148.472942141,      868706693397000
       148.809615479,      868263984117000
       149.146288817,      867817628947000
       149.482962156,      867371273776000
       149.819635494,      866921249117000
       150.156308832,      866471224459000
        150.49298217,      866017506346000
       150.829655508,      865563788234000
       151.166328847,      865106352342000
       151.503002185,      864648916449000
       151.839675523,      864187738089000
       152.176348861,      863726559730000
       152.513022199,      863261613865000
       152.849695537,      862796668000000
       153.186368876,      862327929240000
       153.523042214,      861859190480000
       153.859715552,      861386633090000
        154.19638889,      860914075700000
       154.533062228,      860437673602000
       154.869735567,      859961271505000
       155.206408905,      859480998284000
       155.543082243,      859000725063000
       155.879755581,      858516553965000
       156.216428919,      858032382868000
       156.553102258,      857544286810000
       156.889775596,      857056190753000
       157.226448934,      856564142319000
       157.563122272,      856072093886000
        157.89979561,      855576065336000
       158.236468949,      855080036785000
       158.573142287,      854580000050000
       158.909815625,      854079963315000
       159.246488963,      853575890007000
       159.583162301,      853071816699000
       159.919835639,      852563678108000
       160.256508978,      852055539517000
       160.593182316,      851543306616000
       160.929855654,      851031073714000
       161.266528992,      850514717158000
        161.60320233,      849998360601000
       161.939875669,      849477850731000
       162.276549007,      848957340861000
       162.613222345,      848432647705000
       162.949895683,      847907954549000
       163.286569021,      847379047824000
        163.62324236,      846850141098000
       163.959915698,      846316990210000
       164.296589036,      845783839321000
       164.633262374,      845246413366000
       164.969935712,      844708987411000
        165.30660905,      844167255178000
       165.643282389,      843625522945000
       165.979955727,      843079452917000
       166.316629065,      842533382889000
       166.653302403,      841982943241000
       166.989975741,      841432503592000
        167.32664908,      840877662195000
       167.663322418,      840322820797000
       167.999995756,      839763545216000
       168.336669094,      839204269635000
       168.673342432,      838640527131000
       169.010015771,      838076784628000
       169.346689109,      837508542160000
       169.683362447,      836940299692000
       170.020035785,      836367523915000
       170.356709123,      835794748138000
       170.693382461,      835217405403000
         171.0300558,      834640062668000
       171.366729138,      834058119024000
       171.703402476,      833476175380000
       172.040075814,      832889596574000
       172.376749152,      832303017768000
       172.713422491,      831711769244000
       173.050095829,      831120520720000
       173.386769167,      830524567619000
       173.723442505,      829928614517000
       174.060115843,      829327921678000
       174.396789182,      828727228839000
        174.73346252,      828121760799000
       175.070135858,      827516292758000
       175.406809196,      826906013748000
       175.743482534,      826295734739000
       176.080155872,      825680608691000
       176.416829211,      825065482642000
       176.753502549,      824445473182000
       177.090175887,      823825463721000
       177.426849225,      823200534170000
       177.763522563,      822575604620000
       178.100195902,      821945717997000
        178.43686924,      821315831374000
       178.773542578,      820680950392000
       179.110215916,      820046069410000
       179.446889254,      819406156475000
       179.783562593,      818766243541000
       180.120235931,      818121260757000
       180.456909269,      817476277972000
       180.793582607,      816826187131000
       181.130255945,      816176096290000
       181.466929283,      815520858879000
       181.803602622,      814865621468000
        182.14027596,      814205198667000
       182.476949298,      813544775865000
       182.813622636,      812879128541000
       183.150295974,      812213481218000
       183.486969313,      811542569932000
       183.823642651,      810871658646000
       184.160315989,      810195443646000
       184.496989327,      809519228646000
       184.833662665,      808837669868000
       185.170336004,      808156111091000
       185.507009342,      807469168160000
        185.84368268,      806782225228000
       186.180356018,      806089857453000
       186.517029356,      805397489678000
       186.853702695,      804699656054000
       187.190376033,      804001822431000
       187.527049371,      803298481637000
       187.863722709,      802595140843000
       188.200396047,      801886251242000
       188.537069385,      801177361641000
       188.873742724,      800462881275000
       189.210416062,      799748400910000
         189.5470894,      799028287504000
       189.883762738,      798308174099000
       190.220436076,      797582385057000
       190.557109415,      796856596015000
       190.893782753,      796125088419000
       191.230456091,      795393580822000
       191.567129429,      794656311430000
       191.903802767,      793919042037000
       192.240476106,      793175967283000
       192.577149444,      792432892528000
       192.913822782,      791683968520000
        193.25049612,      790935044512000
       193.587169458,      790180227031000
       193.923842796,      789425409550000
       194.260516135,      788664654048000
       194.597189473,      787903898547000
       194.933862811,      787137160149000
       195.270536149,      786370421750000
       195.607209487,      785597655245000
       195.943882826,      784824888740000
       196.280556164,      784046048587000
       196.617229502,      783267208435000
        196.95390284,      782482248759000
       197.290576178,      781697289082000
       197.627249517,      780906163671000
       197.963922855,      780115038260000
       198.300596193,      779317700565000
       198.637269531,      778520362871000
       198.973942869,      777716766004000
       199.310616207,      776913169138000
       199.647289546,      776103265873000
       199.983962884,      775293362608000
       200.320636222,      774477105374000
        200.65730956,      773660848141000
       200.993982898,      772838189025000
       201.330656237,      772015529909000
       201.667329575,      771186420654000
       202.004002913,      770357311398000
       202.340676251,      769521703398000
       202.677349589,      768686095398000
       203.014022928,      767843939700000
       203.350696266,      767001784002000
       203.687369604,      766153031303000
       204.024042942,      765304278604000
        204.36071628,      764448879251000
       204.697389618,      763593479897000
       205.034062957,      762731383881000
       205.370736295,      761869287865000
       205.707409633,      761000444823000
       206.044082971,      760131601782000
       206.380756309,      759255960997000
       206.717429648,      758380320211000
       207.054102986,      757497830605000
       207.390776324,      756615340998000
       207.727449662,      755725951133000
          208.064123,      754836561268000
       208.400796339,      753940219346000
       208.737469677,      753043877424000
       209.074143015,      752140531283000
       209.410816353,      751237185142000
       209.747489691,      750326782254000
        210.08416303,      749416379367000
       210.420836368,      748498866838000
       210.757509706,      747581354310000
       211.094183044,      746656678879000
       211.430856382,      745732003448000
        211.76752972,      744800111481000
       212.104203059,      743868219514000
       212.440876397,      742929057006000
       212.777549735,      741989894498000
       213.114223073,      741043407071000
       213.450896411,      740096919643000
        213.78756975,      739143052541000
       214.124243088,      738189185439000
       214.460916426,      737227883532000
       214.797589764,      736266581624000
       215.134263102,      735297789399000
       215.470936441,      734328997175000
       215.807609779,      733352658741000
       216.144283117,      732376320308000
       216.480956455,      731392379391000
       216.817629793,      730408438474000
       217.154303131,      729416838415000
        217.49097647,      728425238356000
       217.827649808,      727425922108000
       218.164323146,      726426605861000
       218.500996484,      725419515992000
       218.837669822,      724412426123000
       219.174343161,      723397504810000
       219.511016499,      722382583496000
       219.847689837,      721359772522000
       220.184363175,      720336961548000
       220.521036513,      719306202305000
       220.857709852,      718275443063000
        221.19438319,      717236676547000
       221.531056528,      716197910032000
       221.867729866,      715151076843000
       222.204403204,      714104243655000
       222.541076542,      713049283993000
       222.877749881,      711994324330000
       223.214423219,      710931177995000
       223.551096557,      709868031659000
       223.887769895,      708796638046000
       224.224443233,      707725244433000
       224.561116572,      706645542536000
        224.89778991,      705565840639000
       225.234463248,      704477769045000
       225.571136586,      703389697451000
       225.907809924,      702293194339000
       226.244483263,      701196691227000
       226.581156601,      700091694366000
       226.917829939,      698986697505000
       227.254503277,      697873144253000
       227.591176615,      696759591001000
       227.927849953,      695637418303000
       228.264523292,      694515245605000
        228.60119663,      693384389991000
       228.937869968,      692253534377000
       229.274543306,      691113931961000
       229.611216644,      689974329544000
       229.947889983,      688825916020000
       230.284563321,      687677502496000
       230.621236659,      686520213138000
       230.957909997,      685362923781000
       231.294583335,      684196693443000
       231.631256674,      683030463106000
       231.967930012,      681855226218000
        232.30460335,      680679989329000
       232.641276688,      679495679894000
       232.977950026,      678311370458000
       233.314623364,      677117922053000
       233.651296703,      675924473647000
       233.987970041,      674721819420000
       234.324643379,      673519165192000
       234.661316717,      672307237860000
       234.997990055,      671095310528000
       235.334663394,      669874042376000
       235.671336732,      668652774225000
        236.00801007,      667422097106000
       236.344683408,      666191419988000
       236.681356746,      664951265318000
       237.018030085,      663711110648000
       237.354703423,      662461409406000
       237.691376761,      661211708165000
       238.028050099,      659952390891000
       238.364723437,      658693073617000
       238.701396776,      657424070412000
       239.038070114,      656155067206000
       239.374743452,      654876307727000
        239.71141679,      653597548247000
       240.048090128,      652308961708000
       240.384763466,      651020375169000
       240.721436805,      649721890340000
       241.058110143,      648423405511000
       241.394783481,      647114950714000
       241.731456819,      645806495917000
       242.068130157,      644487999027000
       242.404803496,      643169502136000
       242.741476834,      641840890577000
       243.078150172,      640512279017000
        243.41482351,      639173479762000
       243.751496848,      637834680507000
       244.088170187,      636485620076000
       244.424843525,      635136559645000
       244.761516863,      633777164105000
       245.098190201,      632417768565000
       245.434863539,      631047963526000
       245.771536877,      629678158486000
       246.108210216,      628297869102000
       246.444883554,      626917579717000
       246.781556892,      625526730681000
        247.11823023,      624135881645000
       247.454903568,      622734397192000
       247.791576907,      621332912740000
       248.128250245,      619920716644000
       248.464923583,      618508520549000
       248.801596921,      617085536121000
       249.138270259,      615662551694000
       249.474943598,      614228701780000
       249.811616936,      612794851867000
       250.148290274,      611350058850000
       250.484963612,      609905265833000
        250.82163695,      608449451626000
       251.158310288,      606993637420000
       251.494983627,      605526723471000
       251.831656965,      604059809522000
       252.168330303,      602581716810000
       252.505003641,      601103624097000
       252.841676979,      599614273128000
       253.178350318,      598124922159000
       253.515023656,      596624232970000
       253.851696994,      595123543782000
       254.188370332,      593611435937000
        254.52504367,      592099328093000
       254.861717009,      590575720683000
       255.198390347,      589052113273000
       255.535063685,      587516924913000
       255.871737023,      585981736554000
       256.208410361,      584434885384000
       256.545083699,      582888034215000
       256.881757038,      581329437899000
       257.218430376,      579770841583000
       257.555103714,      578200417306000
       257.891777052,      576629993029000
        258.22845039,      575047657497000
       258.565123729,      573465321966000
       258.901797067,      571870991408000
       259.238470405,      570276660850000
       259.575143743,      568670251012000
       259.911817081,      567063841173000
        260.24849042,      565445267321000
       260.585163758,      563826693469000
       260.921837096,      562195870386000
       261.258510434,      560565047303000
       261.595183772,      558921889290000
        261.93185711,      557278731277000
       262.268530449,      555623152152000
       262.605203787,      553967573027000
       262.941877125,      552299486122000
       263.278550463,      550631399217000
       263.615223801,      548950717382000
        263.95189714,      547270035546000
       264.288570478,      545576671142000
       264.625243816,      543883306739000
       264.961917154,      542177171644000
       265.298590492,      540471036549000
       265.635263831,      538752042154000
       265.971937169,      537033047758000
       266.308610507,      535301104966000
       266.645283845,      533569162174000
       266.981957183,      531824181401000
       267.318630522,      530079200628000
        267.65530386,      528321091803000
       267.991977198,      526562982978000
       268.328650536,      524791655542000
       268.665323874,      523020328106000
       269.001997212,      521235691012000
       269.338670551,      519451053917000
       269.675343889,      517653015627000
       270.012017227,      515854977338000
       270.348690565,      514043445829000
       270.685363903,      512231914320000
       271.022037242,      510406797078000
        271.35871058,      508581679837000
       271.695383918,      506742883860000
       272.032057256,      504904087884000
       272.368730594,      503051519682000
       272.705403933,      501198951481000
       273.042077271,      499332517074000
       273.378750609,      497466082668000
       273.715423947,      495585687589000
       274.052097285,      493705292509000
       274.388770623,      491810841801000
       274.725443962,      489916391093000
         275.0621173,      488007789311000
       275.398790638,      486099187529000
       275.735463976,      484176338741000
       276.072137314,      482253489954000
       276.408810653,      480316297740000
       276.745483991,      478379105527000
       277.082157329,      476427472982000
       277.418830667,      474475840437000
       277.755504005,      472509670167000
       278.092177344,      470543499896000
       278.428850682,      468562694022000
        278.76552402,      466581888147000
       279.102197358,      464586348304000
       279.438870696,      462590808461000
       279.775544034,      460580435800000
       280.112217373,      458570063140000
       280.448890711,      456544758329000
       280.785564049,      454519453519000
       281.122237387,      452479116742000
       281.458910725,      450438779966000
       281.795584064,      448383310927000
       282.132257402,      446327841887000
        282.46893074,      444257139806000
       282.805604078,      442186437725000
       283.142277416,      440100401344000
       283.478950755,      438014364963000
       283.815624093,      435912892544000
       284.152297431,      433811420125000
       284.488970769,      431694409454000
       284.825644107,      429577398784000
       285.162317445,      427444747170000
       285.498990784,      425312095556000
       285.835664122,      423163699834000
        286.17233746,      421015304112000
       286.509010798,      418851060643000
       286.845684136,      416686817173000
       287.182357475,      414506621846000
       287.519030813,      412326426519000
       287.855704151,      410130174753000
       288.192377489,      407933922987000
       288.529050827,      405721509734000
       288.865724166,      403509096481000
       289.202397504,      401280416226000
       289.539070842,      399051735971000
        289.87574418,      396806682733000
       290.212417518,      394561629496000
       290.549090857,      392300096834000
       290.885764195,      390038564173000
       291.222437533,      387760445185000
       291.559110871,      385482326197000
       291.895784209,      383187513523000
       292.232457547,      380892700848000
       292.569130886,      378581086671000
       292.905804224,      376269472493000
       293.242477562,      373940948544000
         293.5791509,      371612424594000
       293.915824238,      369266882153000
       294.252497577,      366921339711000
       294.589170915,      364558669609000
       294.925844253,      362195999507000
       295.262517591,      359816092132000
       295.599190929,      357436184756000
       295.935864268,      355038930051000
       296.272537606,      352641675346000
       296.609210944,      350226962815000
       296.945884282,      347812250285000
        297.28255762,      345379968999000
       297.619230958,      342947687712000
       297.955904297,      340497726303000
       298.292577635,      338047764895000
       298.629250973,      335580011570000
       298.965924311,      333112258245000
       299.302597649,      330626600783000
       299.639270988,      328140943321000
       299.975944326,      325637269076000
       300.312617664,      323133594832000
       300.649291002,      320611790743000
        300.98596434,      318089986654000
       301.322637679,      315549939241000
       301.659311017,      313009891828000
       301.995984355,      310451487201000
       302.332657693,      307893082574000
       302.669331031,      305316206435000
       303.006004369,      302739330297000
       303.342677708,      300143867947000
       303.679351046,      297548405596000
       304.016024384,      294934241934000
       304.352697722,      292320078272000
        304.68937106,      289687097804000
       305.026044399,      287054117336000
       305.362717737,      284402204178000
       305.699391075,      281750291021000
       306.036064413,      279079328905000
       306.372737751,      276408366788000
        306.70941109,      273718239065000
       307.046084428,      271028111341000
       307.382757766,      268318700985000
       307.719431104,      265609290629000
       308.056104442,      262880480247000
        308.39277778,      260151669864000
       308.729451119,      257403341697000
       309.066124457,      254655013529000
       309.402797795,      251887049457000
       309.739471133,      249119085386000
       310.076144471,      246331366938000
        310.41281781,      243543648491000
       310.749491148,      240736056848000
       311.086164486,      237928465205000
       311.422837824,      235100881204000
       311.759511162,      232273297203000
       312.096184501,      229425601348000
       312.432857839,      226577905492000
       312.769531177,      223709977953000
       313.106204515,      220842050415000
       313.442877853,      217953771043000
       313.779551191,      215065491672000
        314.11622453,      212156740000000
       314.452897868,      209247988328000
       314.789571206,      206318643579000
       315.126244544,      203389298830000
       315.462917882,      200439239923000
       315.799591221,      197489181016000
       316.136264559,      194518286575000
       316.472937897,      191547392134000
       316.809611235,      188555540495000
       317.146284573,      185563688856000
       317.482957912,      182550758072000
        317.81963125,      179537827289000
       318.156304588,      176503695141000
       318.492977926,      173469562993000
       318.829651264,      170414106996000
       319.166324603,      167358650998000
       319.502997941,      164281748408000
       319.839671279,      161204845817000
       320.176344617,      158106373640000
       320.513017955,      155007901464000
       320.849691293,      151887736466000
