------------------------------------------------------------
 solve prev v1=0.5 elect=1 gen=9e+20 reg.gen=1 absorp=0 dir.gen=x
------------------------------------------------------------
Position (um), Total Current (A)
       24.2404803496,        32.7434474018
       24.5771536877,        32.7434474018
       24.9138270259,        32.7434474018
       25.2505003641,        32.7434474018
       25.5871737023,        32.7434474018
       25.9238470405,        32.7434474018
       26.2605203787,        32.7434474018
       26.5971937169,        32.7434474018
       26.9338670551,        32.7434474018
       27.2705403933,        32.7434474018
       27.6072137314,        32.7434474018
       27.9438870696,        32.7434474018
       28.2805604078,        32.7434474018
        28.617233746,        32.7434474018
       28.9539070842,        32.7434474018
       29.2905804224,        32.7434474018
       29.6272537606,        32.7434474018
       29.9639270988,        32.7434474018
       30.3006004369,        32.7434474018
       30.6372737751,        32.7434474018
       30.9739471133,        32.7434474018
       31.3106204515,        32.7434474018
       31.6472937897,        32.7434474018
       31.9839671279,        32.7434474018
       32.3206404661,        32.7434474018
       32.6573138043,        32.7434474018
       32.9939871425,        32.7434474018
       33.3306604806,        32.7434474018
       33.6673338188,        32.7434474018
        34.004007157,        32.7434474018
       34.3406804952,        32.7434474018
       34.6773538334,        32.7434474018
       35.0140271716,        32.7434474018
       35.3507005098,        32.7434474018
        35.687373848,        32.7434474018
       36.0240471861,        32.7434474018
       36.3607205243,        32.7434474018
       36.6973938625,        32.7434474018
       37.0340672007,        32.7434474018
       37.3707405389,        32.7434474018
       37.7074138771,        32.7434474018
       38.0440872153,        32.7434474018
       38.3807605535,        32.7434474018
       38.7174338917,        32.7434474018
       39.0541072298,        32.7434474018
        39.390780568,        32.7434474018
       39.7274539062,        32.7434474018
       40.0641272444,        32.7434474018
       40.4008005826,        32.7434474018
       40.7374739208,        32.7434474018
        41.074147259,        32.7434474018
       41.4108205972,        32.7434474018
       41.7474939353,        32.7434474018
       42.0841672735,        32.7434474018
       42.4208406117,        32.7434474018
       42.7575139499,        32.7434474018
