------------------------------------------------------------
 solve prev v1=-1 elect=1 gen=9e+20 reg.gen=1 absorp=0 dir.gen=x
------------------------------------------------------------
Position (um), Electron Concentration (/cm3)
       99.9919814419,    1.07753200693e+16
        100.32865478,    1.07748445436e+16
       100.665328118,    1.07743667933e+16
       101.002001456,    1.07738890431e+16
       101.338674795,    1.07734090636e+16
       101.675348133,     1.0772929084e+16
       102.012021471,    1.07724468699e+16
       102.348694809,    1.07719646559e+16
       102.685368147,    1.07714802018e+16
       103.022041486,    1.07709957477e+16
       103.358714824,    1.07705090478e+16
       103.695388162,     1.0770022348e+16
         104.0320615,    1.07695333963e+16
       104.368734838,    1.07690444445e+16
       104.705408177,    1.07685532347e+16
       105.042081515,    1.07680620248e+16
       105.378754853,    1.07675685503e+16
       105.715428191,    1.07670750757e+16
       106.052101529,    1.07665793297e+16
       106.388774868,    1.07660835837e+16
       106.725448206,    1.07655855592e+16
       107.062121544,    1.07650875347e+16
       107.398794882,    1.07645872246e+16
        107.73546822,    1.07640869144e+16
       108.072141558,    1.07635843113e+16
       108.408814897,    1.07630817081e+16
       108.745488235,    1.07625768043e+16
       109.082161573,    1.07620719006e+16
       109.418834911,    1.07615646885e+16
       109.755508249,    1.07610574764e+16
       110.092181588,    1.07605479481e+16
       110.428854926,    1.07600384198e+16
       110.765528264,    1.07595265672e+16
       111.102201602,    1.07590147146e+16
        111.43887494,    1.07585005296e+16
       111.775548279,    1.07579863445e+16
       112.112221617,    1.07574698186e+16
       112.448894955,    1.07569532928e+16
       112.785568293,    1.07564344176e+16
       113.122241631,    1.07559155425e+16
       113.458914969,    1.07553943095e+16
       113.795588308,    1.07548730765e+16
       114.132261646,    1.07543494769e+16
       114.468934984,    1.07538258773e+16
       114.805608322,    1.07532999023e+16
        115.14228166,    1.07527739274e+16
       115.478954999,    1.07522455681e+16
       115.815628337,    1.07517172088e+16
       116.152301675,    1.07511864561e+16
       116.488975013,    1.07506557034e+16
       116.825648351,    1.07501225482e+16
        117.16232169,     1.0749589393e+16
       117.498995028,    1.07490538261e+16
       117.835668366,    1.07485182592e+16
       118.172341704,    1.07479802712e+16
       118.509015042,    1.07474422832e+16
        118.84568838,    1.07469018648e+16
       119.182361719,    1.07463614464e+16
       119.519035057,     1.0745818588e+16
       119.855708395,    1.07452757296e+16
       120.192381733,    1.07447304216e+16
       120.529055071,    1.07441851137e+16
        120.86572841,    1.07436373466e+16
       121.202401748,    1.07430895794e+16
       121.539075086,    1.07425393434e+16
       121.875748424,    1.07419891074e+16
       122.212421762,    1.07414363926e+16
       122.549095101,    1.07408836778e+16
       122.885768439,    1.07403284745e+16
       123.222441777,    1.07397732712e+16
       123.559115115,    1.07392155693e+16
       123.895788453,    1.07386578674e+16
       124.232461791,     1.0738097657e+16
        124.56913513,    1.07375374466e+16
       124.905808468,    1.07369747177e+16
       125.242481806,    1.07364119887e+16
       125.579155144,     1.0735846731e+16
       125.915828482,    1.07352814732e+16
       126.252501821,    1.07347136766e+16
       126.589175159,      1.073414588e+16
       126.925848497,    1.07335755342e+16
       127.262521835,    1.07330051884e+16
       127.599195173,    1.07324322831e+16
       127.935868512,    1.07318593778e+16
        128.27254185,    1.07312839027e+16
       128.609215188,    1.07307084276e+16
       128.945888526,    1.07301303723e+16
       129.282561864,    1.07295523169e+16
       129.619235202,    1.07289716708e+16
       129.955908541,    1.07283910247e+16
       130.292581879,    1.07278077774e+16
       130.629255217,      1.072722453e+16
       130.965928555,    1.07266386708e+16
       131.302601893,    1.07260528117e+16
       131.639275232,      1.072546433e+16
        131.97594857,    1.07248758484e+16
       132.312621908,    1.07242847337e+16
       132.649295246,    1.07236936189e+16
       132.985968584,    1.07230998603e+16
       133.322641923,    1.07225061017e+16
       133.659315261,    1.07219096884e+16
       133.995988599,    1.07213132752e+16
       134.332661937,    1.07207141965e+16
       134.669335275,    1.07201151178e+16
       135.006008614,    1.07195133628e+16
       135.342681952,    1.07189116078e+16
        135.67935529,    1.07183071655e+16
       136.016028628,    1.07177027233e+16
       136.352701966,    1.07170955828e+16
       136.689375304,    1.07164884424e+16
       137.026048643,    1.07158785928e+16
       137.362721981,    1.07152687431e+16
       137.699395319,    1.07146561733e+16
       138.036068657,    1.07140436034e+16
       138.372741995,    1.07134283021e+16
       138.709415334,    1.07128130009e+16
       139.046088672,    1.07121949572e+16
        139.38276201,    1.07115769135e+16
       139.719435348,    1.07109561162e+16
       140.056108686,    1.07103353188e+16
       140.392782025,    1.07097117566e+16
       140.729455363,    1.07090881943e+16
       141.066128701,    1.07084618559e+16
       141.402802039,    1.07078355175e+16
       141.739475377,    1.07072063917e+16
       142.076148715,    1.07065772659e+16
