------------------------------------------------------------
 solve prev gen=9e+20 reg.gen=1 absorp=0 dir.gen=x
------------------------------------------------------------
Position (um), Hole Charge Concentration (/cm3)
       50.8376740664,      734739709508000
       51.1743474046,      736945833861000
       51.5110207428,      739111817070000
        51.847694081,      741277800279000
       52.1843674192,      743404387275000
       52.5210407574,      745530974272000
       52.8577140956,      747618895295000
       53.1943874338,      749706816319000
       53.5310607719,      751756787235000
       53.8677341101,      753806758152000
       54.2044074483,      755819480763000
       54.5410807865,      757832203373000
       54.8777541247,      759808365714000
       55.2144274629,      761784528055000
       55.5511008011,      763724804691000
       55.8877741393,      765665081328000
       56.2244474774,      767570133641000
       56.5611208156,      769475185954000
       56.8977941538,      771345662419000
        57.234467492,      773216138885000
       57.5711408302,      775052675345000
       57.9078141684,      776889211805000
       58.2444875066,      778692431734000
       58.5811608448,      780495651664000
        58.917834183,      782266166430000
       59.2545075211,      784036681195000
       59.5911808593,      785775090308000
       59.9278541975,      787513499421000
       60.2645275357,      789220390783000
       60.6012008739,      790927282146000
       60.9378742121,      792603232292000
       61.2745475503,      794279182438000
       61.6112208885,      795924756771000
       61.9478942266,      797570331104000
       62.2845675648,      799186084121000
        62.621240903,      800801837139000
       62.9579142412,      802388312662000
       63.2945875794,      803974788184000
       63.6312609176,      805532519572000
       63.9679342558,      807090250959000
        64.304607594,      808619761324000
       64.6412809322,      810149271690000
       64.9779542703,      811651074109000
       65.3146276085,      813152876529000
       65.6513009467,      814627474244000
       65.9879742849,      816102071959000
       66.3246476231,      817549958577000
       66.6613209613,      818997845195000
       66.9979942995,      820419504884000
       67.3346676377,      821841164572000
       67.6713409758,      823237072248000
        68.008014314,      824632979924000
       68.3446876522,      826003601440000
       68.6813609904,      827374222957000
       69.0180343286,      828720015284000
       69.3547076668,      830065807611000
        69.691381005,      831387219014000
       70.0280543432,      832708630417000
       70.3647276814,      834006100630000
       70.7014010195,      835303570842000
       71.0380743577,      836577531234000
       71.3747476959,      837851491626000
       71.7114210341,      839102365372000
       72.0480943723,      840353239117000
       72.3847677105,      841581441356000
       72.7214410487,      842809643595000
       73.0581143869,      844015581591000
        73.394787725,      845221519586000
       73.7314610632,      846405592878000
       74.0681344014,      847589666171000
       74.4048077396,      848752266732000
       74.7414810778,      849914867294000
        75.078154416,      851056379673000
       75.4148277542,      852197892053000
       75.7515010924,      853318693522000
       76.0881744306,      854439494992000
       76.4248477687,      855539955688000
       76.7615211069,      856640416384000
       77.0981944451,      857720899446000
       77.4348677833,      858801382509000
       77.7715411215,      859862244215000
       78.1082144597,      860923105921000
       78.4448877979,      861964695821000
       78.7815611361,      863006285720000
       79.1182344743,      864028946762000
       79.4549078124,      865051607804000
       79.7915811506,      866055676467000
       80.1282544888,      867059745130000
        80.464927827,      868045551542000
       80.8016011652,      869031357954000
       81.1382745034,      869999226018000
       81.4749478416,      870967094083000
       81.8116211798,      871917341594000
       82.1482945179,      872867589106000
       82.4849678561,      873800527868000
       82.8216411943,      874733466630000
       83.1583145325,      875649402568000
       83.4949878707,      876565338506000
       83.8316612089,      877464571779000
       84.1683345471,      878363805053000
       84.5050078853,      879246630164000
       84.8416812235,      880129455276000
       85.1783545616,      880996161177000
       85.5150278998,      881862867079000
        85.851701238,      882713737276000
       86.1883745762,      883564607474000
       86.5250479144,      884399920130000
       86.8617212526,      885235232786000
       87.1983945908,      886055260820000
        87.535067929,      886875288853000
       87.8717412671,      887680300037000
       88.2084146053,      888485311221000
       88.5450879435,      889275568280000
       88.8817612817,      890065825339000
       89.2184346199,      890841586041000
       89.5551079581,      891617346743000
       89.8917812963,      892378863992000
       90.2284546345,      893140381241000
       90.5651279727,      893887903168000
       90.9018013108,      894635425096000
        91.238474649,      895369195147000
       91.5751479872,      896102965199000
       91.9118213254,      896823222221000
       92.2484946636,      897543479243000
       92.5851680018,      898250457567000
         92.92184134,      898957435891000
