------------------------------------------------------------
 solve vstep=0.1 nsteps=5 elect=1
------------------------------------------------------------
Position (um), Electric Field (V/cm)
       227.591176615,       -14.8809527569
       227.927849953,       -14.8809527569
       228.264523292,       -14.8809527569
        228.60119663,       -14.8809527569
       228.937869968,       -14.8809527569
       229.274543306,       -14.8809527569
       229.611216644,       -14.8809527569
       229.947889983,       -14.8809527569
       230.284563321,       -14.8809527569
       230.621236659,       -14.8809527569
       230.957909997,       -14.8809527569
       231.294583335,       -14.8809527569
       231.631256674,       -14.8809527569
       231.967930012,       -14.8809527569
        232.30460335,       -14.8809527569
       232.641276688,       -14.8809527569
       232.977950026,       -14.8809527569
       233.314623364,       -14.8809527569
       233.651296703,       -14.8809527569
       233.987970041,       -14.8809527569
       234.324643379,       -14.8809527569
       234.661316717,       -14.8809527569
       234.997990055,       -14.8809527569
       235.334663394,       -14.8809527569
       235.671336732,       -14.8809527569
        236.00801007,       -14.8809527569
       236.344683408,       -14.8809527569
       236.681356746,       -14.8809527569
       237.018030085,       -14.8809527569
       237.354703423,       -14.8809527569
       237.691376761,       -14.8809527569
       238.028050099,       -14.8809527569
       238.364723437,       -14.8809527569
       238.701396776,       -14.8809527569
       239.038070114,       -14.8809527569
       239.374743452,       -14.8809527569
        239.71141679,       -14.8809527569
       240.048090128,       -14.8809527569
       240.384763466,       -14.8809527569
       240.721436805,       -14.8809527569
       241.058110143,       -14.8809527569
       241.394783481,       -14.8809527569
       241.731456819,       -14.8809527569
       242.068130157,       -14.8809527569
       242.404803496,       -14.8809527569
       242.741476834,       -14.8809527569
       243.078150172,       -14.8809527569
        243.41482351,       -14.8809527569
       243.751496848,       -14.8809527569
       244.088170187,       -14.8809527569
       244.424843525,       -14.8809527569
       244.761516863,       -14.8809527569
       245.098190201,       -14.8809527569
       245.434863539,       -14.8809527569
       245.771536877,       -14.8809527569
       246.108210216,       -14.8809527569
       246.444883554,       -14.8809527569
       246.781556892,       -14.8809527569
        247.11823023,       -14.8809527569
       247.454903568,       -14.8809527569
       247.791576907,       -14.8809527569
       248.128250245,       -14.8809527569
       248.464923583,       -14.8809527569
       248.801596921,       -14.8809527569
       249.138270259,       -14.8809527569
       249.474943598,       -14.8809527569
       249.811616936,       -14.8809527569
       250.148290274,       -14.8809527569
       250.484963612,       -14.8809527569
        250.82163695,       -14.8809527569
       251.158310288,       -14.8809527569
       251.494983627,       -14.8809527569
       251.831656965,       -14.8809527569
       252.168330303,       -14.8809527569
       252.505003641,       -14.8809527569
       252.841676979,       -14.8809527569
       253.178350318,       -14.8809527569
       253.515023656,       -14.8809527569
       253.851696994,       -14.8809527569
       254.188370332,       -14.8809527569
        254.52504367,       -14.8809527569
       254.861717009,       -14.8809527569
       255.198390347,       -14.8809527569
       255.535063685,       -14.8809527569
       255.871737023,       -14.8809527569
       256.208410361,       -14.8809527569
       256.545083699,       -14.8809527569
       256.881757038,       -14.8809527569
       257.218430376,       -14.8809527569
       257.555103714,       -14.8809527569
       257.891777052,       -14.8809527569
        258.22845039,       -14.8809527569
       258.565123729,       -14.8809527569
       258.901797067,       -14.8809527569
       259.238470405,       -14.8809527569
       259.575143743,       -14.8809527569
       259.911817081,       -14.8809527569
        260.24849042,       -14.8809527569
       260.585163758,       -14.8809527569
       260.921837096,       -14.8809527569
       261.258510434,       -14.8809527569
       261.595183772,       -14.8809527569
        261.93185711,       -14.8809527569
       262.268530449,       -14.8809527569
       262.605203787,       -14.8809527569
       262.941877125,       -14.8809527569
       263.278550463,       -14.8809527569
       263.615223801,       -14.8809527569
        263.95189714,       -14.8809527569
       264.288570478,       -14.8809527569
       264.625243816,       -14.8809527569
       264.961917154,       -14.8809527569
       265.298590492,       -14.8809527569
       265.635263831,       -14.8809527569
       265.971937169,       -14.8809527569
       266.308610507,       -14.8809527569
       266.645283845,       -14.8809527569
       266.981957183,       -14.8809527569
       267.318630522,       -14.8809527569
        267.65530386,       -14.8809527569
       267.991977198,       -14.8809527569
       268.328650536,       -14.8809527569
       268.665323874,       -14.8809527569
       269.001997212,       -14.8809527569
       269.338670551,       -14.8809527569
       269.675343889,       -14.8809527569
       270.012017227,       -14.8809527569
       270.348690565,       -14.8809527569
       270.685363903,       -14.8809527569
       271.022037242,       -14.8809527569
        271.35871058,       -14.8809527569
       271.695383918,       -14.8809527569
       272.032057256,       -14.8809527569
       272.368730594,       -14.8809527569
       272.705403933,       -14.8809527569
       273.042077271,       -14.8809527569
       273.378750609,       -14.8809527569
       273.715423947,       -14.8809527569
       274.052097285,       -14.8809527569
       274.388770623,       -14.8809527569
       274.725443962,       -14.8809527569
         275.0621173,       -14.8809527569
       275.398790638,       -14.8809527569
       275.735463976,       -14.8809527569
       276.072137314,       -14.8809527569
       276.408810653,       -14.8809527569
       276.745483991,       -14.8809527569
       277.082157329,       -14.8809527569
       277.418830667,       -14.8809527569
       277.755504005,       -14.8809527569
       278.092177344,       -14.8809527569
